hypodd_id,event_id,origin_time_utc,event_lat_x,event_lon_x,event_depth_km_x,origin_time_nlloc,nlloc_lat,nlloc_lon,nlloc_depth_km,nlloc_rms_s,nlloc_nphs,nlloc_gap_deg,nlloc_herr_km,nlloc_verr_km,nlloc_file,event_lat_y,event_lon_y,event_depth_km_y,magnitude,id,lat,lon,dep,x,y,z,ex,ey,ez,yr,mo,dy,hr,mn,sc,mag,nccp,nccs,nctp,ncts,rcc,rct,cid,hypodd_horizontal_shift_km,hypodd_vertical_shift_km,hypodd_shift_3d_km,hypodd_status,qc_small_cluster,qc_nlloc_depth_boundary,final_lat,final_lon,final_depth_km
43,SGC2025qrozun,2025-08-25T04:50:13.039999Z,7.1245,-73.44416667,34.12,2025-08-25T04:50:12.637001+00:00,7.122954,-73.419737,17.041016,0.0949289,7,132.681,15.506579248822096,38.75345145919264,loc\sgc62.20250825.045019.98.grid0.loc.hyp,7.1245,-73.44416667,34.12,1.9,43.0,7.123188,-73.418864,17.242,-11750.5,2518.2,-22145.6,1444.9,1411.4,1698.2,2025.0,8.0,25.0,4.0,50.0,12.65,1.9,0.0,0.0,3.0,0.0,0.0,0.017,2.0,0.09978093836700955,0.20098400000000183,0.22438984807116763,relocated,False,False,7.123188,-73.418864,17.242
44,SGC2025wvcvfj,2025-11-20T02:38:54.560000Z,7.628833333,-74.03433333,67.64,2025-11-20T02:38:53.691731+00:00,7.58512,-74.068297,65.820312,0.0804293,7,257.902,21.695252936990617,23.097748808054867,loc\sgc62.20251120.023908.07.grid0.loc.hyp,7.628833333,-74.03433333,67.64,3.8,44.0,7.585475,-74.06617,65.667,-5533.7,19201.4,-3003.0,343.0,370.8,452.3,2025.0,11.0,20.0,2.0,38.0,53.7,3.8,0.0,0.0,14.0,0.0,0.0,0.072,1.0,0.23775285930670326,-0.15331199999999967,0.2828974928353253,relocated,False,False,7.585475,-74.06617,65.667
45,SGC2025xyndwy,2025-12-06T03:00:55.869999Z,7.283,-73.13316667,151.73,2025-12-06T03:01:05.673032+00:00,7.271857,-73.210787,49.632812,0.107026,7,164.424,20.276784754985197,33.41825848245237,loc\sgc62.20251206.030114.93.grid0.loc.hyp,7.283,-73.13316667,151.73,2.0,45.0,7.271736,-73.211255,49.731,11181.8,18946.1,10342.9,1190.0,861.3,812.2,2025.0,12.0,6.0,3.0,1.0,5.67,2.0,0.0,0.0,10.0,0.0,0.0,0.046,2.0,0.053347716631627316,0.09818800000000039,0.11174462946293429,relocated,False,False,7.271736,-73.211255,49.731
46,SGC2025xyrfux,2025-12-06T05:03:23.920000Z,7.556833333,-73.98116667,84.33,2025-12-06T05:03:24.932526+00:00,7.43158,-73.955687,76.371094,0.147643,8,243.819,13.759033396281875,17.045527272572123,loc\sgc62.20251206.050335.91.grid0.loc.hyp,7.556833333,-73.98116667,84.33,1.9,46.0,7.430621,-73.956055,76.348,6621.4,2075.8,7678.3,343.8,359.9,350.0,2025.0,12.0,6.0,5.0,3.0,24.93,1.9,0.0,0.0,31.0,0.0,0.0,0.113,1.0,0.11410007230765856,-0.023094000000000392,0.11641374204368199,relocated,False,False,7.430621,-73.956055,76.348
47,SGC2025ycdafx,2025-12-08T02:12:20.912374Z,6.746158809,-73.12745924,143.2421875,2025-12-08T02:12:21.118858+00:00,6.744256,-73.11999,150.226562,0.186861,9,164.105,11.370707981475912,22.50624357817181,loc\sgc62.20251208.021241.21.grid0.loc.hyp,6.746158809,-73.12745924,143.2421875,2.9,47.0,6.743364,-73.121753,150.233,7784.5,-7192.2,21216.6,999.9,846.1,456.7,2025.0,12.0,8.0,2.0,12.0,21.12,2.9,0.0,0.0,8.0,0.0,0.0,0.028,3.0,0.21850083769066095,0.00643800000000283,0.21859566307573577,relocated,False,False,6.743364,-73.121753,150.233
48,SGC2025yshmnq,2025-12-16T21:38:58.780000Z,7.430333333,-73.19233333,140.25,2025-12-16T21:39:07.297284+00:00,7.258461,-73.216447,47.753906,0.12027,8,159.858,8.120898965016126,43.649971363106296,loc\sgc62.20251216.213916.25.grid0.loc.hyp,7.430333333,-73.19233333,140.25,2.5,48.0,7.258309,-73.215641,47.667,10697.2,17461.2,8279.9,970.4,771.1,833.5,2025.0,12.0,16.0,21.0,39.0,7.32,2.5,0.0,0.0,12.0,0.0,0.0,0.047,2.0,0.09050135928474268,-0.08690599999999904,0.1254717054494196,relocated,False,False,7.258309,-73.215641,47.667
49,SGC2025yuczzx,2025-12-17T21:32:41.869999Z,6.544,-73.68766667,104.45,2025-12-17T21:32:39.905492+00:00,6.441297,-73.746653,110.046875,0.161458,8,202.194,12.284054705185904,19.40937917605816,loc\sgc62.20251217.213255.66.grid0.loc.hyp,6.544,-73.68766667,104.45,2.6,49.0,6.440796,-73.746794,110.022,-10511.5,2110.2,-9790.5,173.5,213.3,120.1,2025.0,12.0,17.0,21.0,32.0,39.9,2.6,0.0,0.0,23.0,0.0,0.0,0.101,4.0,0.05784878018263668,-0.02487499999999443,0.0629702071905337,relocated,False,False,6.440796,-73.746794,110.022
50,SGC2025yxrhgz,2025-12-19T19:56:58.990000Z,7.457166667,-73.291,51.5,2025-12-19T19:56:59.195493+00:00,7.448068,-73.298167,32.722656,0.16802,8,196.724,8.353131149455274,16.328073983173887,loc\sgc62.20251219.195709.60.grid0.loc.hyp,7.457166667,-73.291,51.5,1.7,50.0,7.448718,-73.298389,32.814,1557.1,38518.5,-6573.7,1362.5,2457.5,2547.0,2025.0,12.0,19.0,19.0,56.0,59.2,1.7,0.0,0.0,9.0,0.0,0.0,0.057,2.0,0.07631235563456265,0.09134399999999943,0.11902647587194987,relocated,False,False,7.448718,-73.298389,32.814
51,SGC2025yymqxd,2025-12-20T06:41:46.359999Z,7.077666667,-74.04,78.19,2025-12-20T06:41:46.446288+00:00,7.06061,-74.063643,70.878906,0.186188,7,178.627,14.66144604055139,15.846955543573662,loc\sgc62.20251220.064157.67.grid0.loc.hyp,7.077666667,-74.04,78.19,1.4,51.0,7.061268,-74.062866,70.907,-5172.2,-38771.5,2237.6,509.7,492.5,365.3,2025.0,12.0,20.0,6.0,41.0,46.44,1.4,0.0,0.0,5.0,0.0,0.0,0.051,1.0,0.11272248778951245,0.028093999999995845,0.1161707023713662,relocated,False,False,7.061268,-74.062866,70.907
52,SGC2025zqwcsx,2025-12-30T06:47:36.090000Z,6.339333333,-73.59033333,117.92,2025-12-30T06:47:41.021503+00:00,6.583502,-73.509226,78.539062,0.130993,8,178.087,13.647856974631583,23.026593321635747,loc\sgc62.20251230.064752.82.grid0.loc.hyp,6.339333333,-73.59033333,117.92,3.3,52.0,6.583655,-73.50944,78.533,2981.9,-1121.9,2306.1,1247.0,1356.8,1010.6,2025.0,12.0,30.0,6.0,47.0,41.02,3.3,0.0,0.0,8.0,0.0,0.0,0.137,8.0,0.029125698634917437,-0.006062000000000012,0.02974985991516652,relocated,True,False,6.583655,-73.50944,78.533
53,SGC2026afswai,2026-01-04T02:51:01.149999Z,6.474166667,-74.1985,71.49,2026-01-04T02:50:59.732863+00:00,6.406261,-74.233023,76.226562,0.175979,7,219.491,17.71634838221466,16.352033512685814,loc\sgc62.20260104.025111.19.grid0.loc.hyp,6.474166667,-74.1985,71.49,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,unlinked_nlloc_only,False,False,6.406261,-74.233023,76.226562
54,SGC2026akeapz,2026-01-06T12:46:06.969999Z,7.483833333,-73.18666667,137.94,2026-01-06T12:46:08.747101+00:00,7.313076,-73.188139,119.585938,0.189165,8,170.26,7.724143965514884,24.39514295920399,loc\sgc62.20260106.124625.64.grid0.loc.hyp,7.483833333,-73.18666667,137.94,2.6,54.0,7.31316,-73.188013,119.563,10793.0,-168.8,-5660.1,223.9,319.2,192.3,2026.0,1.0,6.0,12.0,46.0,8.75,2.6,0.0,0.0,17.0,0.0,0.0,0.073,5.0,0.01674465180287325,-0.02293799999999635,0.02839956351776025,relocated,False,False,7.31316,-73.188013,119.563
55,SGC2026alqild,2026-01-07T08:01:46.179999Z,7.4355,-73.19133333,136.47,2026-01-07T08:01:46.727276+00:00,7.331624,-73.18588,129.703125,0.185681,8,173.9,8.280326080535717,24.17157421435352,loc\sgc62.20260107.080204.89.grid0.loc.hyp,7.4355,-73.19133333,136.47,3.2,55.0,7.332648,-73.185059,129.703,11118.9,1986.5,4480.4,322.0,335.7,210.0,2026.0,1.0,7.0,8.0,1.0,46.72,3.2,0.0,0.0,19.0,0.0,0.0,0.091,5.0,0.14548253234827094,-0.00012499999999704414,0.145482586048866,relocated,False,False,7.332648,-73.185059,129.703
56,SGC2026apmkrl,2026-01-09T10:21:33.170000Z,6.384666667,-73.63316667,107.49,2026-01-09T10:21:37.345612+00:00,6.604112,-73.563566,73.914062,0.0970245,8,173.322,13.541270250607957,21.02087058140076,loc\sgc62.20260109.102148.39.grid0.loc.hyp,6.384666667,-73.63316667,107.49,2.2,56.0,6.60394,-73.563379,73.921,-2983.4,1121.4,-2305.1,1217.5,1369.2,1021.1,2026.0,1.0,9.0,10.0,21.0,37.35,2.2,0.0,0.0,8.0,0.0,0.0,0.137,8.0,0.028151500375918678,0.006938000000005218,0.028993841025559578,relocated,True,False,6.60394,-73.563379,73.921
57,SGC2026arcexx,2026-01-10T07:22:07.759999Z,6.976833333,-73.77016667,90.0,2026-01-10T07:22:06.468777+00:00,6.903979,-73.820962,93.425781,0.149303,8,116.792,8.804964508730288,16.651216171799582,loc\sgc62.20260110.072219.36.grid0.loc.hyp,6.976833333,-73.77016667,90.0,1.6,57.0,6.903724,-73.820841,93.422,1283.3,-8916.4,-4918.2,420.9,663.7,345.8,2026.0,1.0,10.0,7.0,22.0,6.47,1.6,0.0,0.0,6.0,0.0,0.0,0.145,7.0,0.03134468502895844,-0.003781000000003587,0.03157190587475894,relocated,True,False,6.903724,-73.820841,93.422
58,SGC2026asvptr,2026-01-11T06:12:26.089999Z,6.507833333,-73.70216667,99.06,2026-01-11T06:12:23.826114+00:00,6.451602,-73.74893,111.492188,0.200967,8,200.356,12.963795740445777,21.018325337666653,loc\sgc62.20260111.061239.74.grid0.loc.hyp,6.507833333,-73.70216667,99.06,1.8,58.0,6.45176,-73.749438,111.504,-10803.6,3322.7,-8308.9,133.6,187.1,119.6,2026.0,1.0,11.0,6.0,12.0,23.82,1.8,0.0,0.0,24.0,0.0,0.0,0.093,4.0,0.05881730517722162,0.011812000000006151,0.05999165552233549,relocated,False,False,6.45176,-73.749438,111.504
59,SGC2026baehdu,2026-01-15T06:05:20.579999Z,7.7865,-74.16983333,64.85,2026-01-15T06:05:21.037901+00:00,7.677863,-74.129782,64.953125,0.241148,8,266.109,20.70627924084865,29.773746825013475,loc\sgc62.20260115.060532.48.grid0.loc.hyp,7.7865,-74.16983333,64.85,1.9,59.0,7.67814,-74.134098,65.551,-13029.6,29449.4,-3118.7,345.3,367.1,475.2,2026.0,1.0,15.0,6.0,5.0,21.02,1.9,0.0,0.0,3.0,0.0,0.0,0.012,1.0,0.47663268311150586,0.5978750000000019,0.7646131245506288,relocated,False,False,7.67814,-74.134098,65.551
60,SGC2026boggwn,2026-01-22T22:08:01.470000Z,7.711,-73.73683333,44.87,2026-01-22T22:08:01.256060+00:00,7.619126,-73.758755,53.824219,0.157532,8,250.508,11.25188873034212,16.30248447323291,loc\sgc62.20260122.220810.38.grid0.loc.hyp,7.711,-73.73683333,44.87,2.3,60.0,7.618325,-73.757633,53.779,28519.4,22834.4,-14890.2,245.7,236.3,257.7,2026.0,1.0,22.0,22.0,8.0,1.28,2.3,0.0,0.0,3.0,0.0,0.0,0.003,1.0,0.15240311567748918,-0.0452189999999959,0.15897002116501643,relocated,False,False,7.618325,-73.757633,53.779
61,SGC2026cjxroc,2026-02-03T17:27:11.980784Z,6.752508755,-73.1467329,141.1328125,2026-02-03T17:27:16.393518+00:00,6.867912,-73.151725,112.648438,0.119534,8,141.573,11.622091033888868,25.98676586264632,loc\sgc62.20260203.172732.15.grid0.loc.hyp,6.752508755,-73.1467329,141.1328125,3.5,61.0,6.867085,-73.152677,112.612,4365.3,6489.9,-16404.4,1260.8,948.8,583.6,2026.0,2.0,3.0,17.0,27.0,16.4,3.5,0.0,0.0,9.0,0.0,0.0,0.066,3.0,0.13965563640391176,-0.03643800000000397,0.14433095518073003,relocated,False,False,6.867085,-73.152677,112.612
62,SGC2026cmuvbi,2026-02-05T07:14:18.000000Z,7.6555,-73.80266667,86.33,2026-02-05T07:14:17.962685+00:00,7.54081,-73.824387,88.800781,0.139702,8,246.618,10.7703760380035,19.13062989030941,loc\sgc62.20260205.071430.66.grid0.loc.hyp,7.6555,-73.80266667,86.33,1.9,62.0,7.539706,-73.826351,88.803,20937.0,14139.8,20133.4,275.1,296.9,233.6,2026.0,2.0,5.0,7.0,14.0,17.96,1.9,0.0,0.0,16.0,0.0,0.0,0.069,1.0,0.2488916249139152,0.0022189999999966403,0.2489015164945546,relocated,False,False,7.539706,-73.826351,88.803
