event_id,time_utc,origin_time_utc,event_lat,event_lon,event_depth_km,lat,lon,depth_km,source_x_km,source_y_km,source_z_km,magnitude,magnitude_type,phases,rms_s,gap_deg,error_lat_km,error_lon_km,error_depth_km,region,status,source_depth_class,n_picks,n_stations,stations,selection_source,rms_source,selection_group,quakeml_url,phases_url,map_url,xml_file,selection_score
SGC2022obwjqd,2022-07-19 07:28:29,2022-07-19T07:28:29.359999Z,6.861166667,-73.2815,126.9,6.861,-73.282,126.9,-31.103001884599763,-15.45492662956,126.9,2.3,MLr_vmm,72,0.6,42.0,0.99,0.99,1.4,"Zapatoca - Santander, Colombia",manual,depth120_170_bucaramanga_nest,9,9,BAR2 BRJC CPAMP PAM PDSC PTB PTB1 VMM07 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022obwjqd&file=SGC2022obwjqd.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022obwjqd&date=2022-12-04_04:27:09&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.861166667&lon=-73.2815&fc=2022-07-19_07:28:29&pf=126.9&mg=2.3&dm=Zapatoca_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022obwjqd.xml,125.2
SGC2022mvfomu,2022-07-01 12:37:59,2022-07-01T12:37:59.439999Z,6.872833333,-73.2555,128.52,6.873,-73.256,128.52,-28.23025570698167,-14.15619337044,128.52,2.8,MLr_vmm,45,0.2,43.0,0.566,0.566,0.7,"Zapatoca - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAMP PAM PDSC PTB PTB1 VMM07,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022mvfomu&file=SGC2022mvfomu.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022mvfomu&date=2023-01-04_19:13:30&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.872833333&lon=-73.2555&fc=2022-07-01_12:37:59&pf=128.52&mg=2.8&dm=Zapatoca_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022mvfomu.xml,116.41666666666667
SGC2022hytacc,2022-04-23 14:55:10,2022-04-23T14:55:10.240000Z,7.449833333,-73.18983333,138.12,7.45,-73.19,138.12,-20.974729736234256,50.07544662955999,138.12,2.8,MLr_vmm,87,0.7,43.0,0.99,0.99,1.6,"El Playón - Santander, Colombia",manual,depth120_170_bucaramanga_nest,9,9,BAR2 BRJC CPAMP PAM PDSC VMM05 VMM09 VMM11 VMM12,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022hytacc&file=SGC2022hytacc.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022hytacc&date=2022-10-05_02:44:31&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.449833333&lon=-73.18983333&fc=2022-04-23_14:55:10&pf=138.12&mg=2.8&dm=El_Play�n_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022hytacc.xml,126.26666666666668
SGC2024shqvfe,2024-09-16 02:53:12,2024-09-16T02:53:12.380000Z,7.561833333,-73.13733333,139.57,7.562,-73.137,139.57,-15.17399226219744,62.54328662956,139.57,2.4,MLr_vmm,91,0.6,31.0,0.849,0.849,1.4,"El Playón - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAM3 CPAMP PAM PDSC PTB1 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2024shqvfe&file=SGC2024shqvfe.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2024shqvfe&date=2024-09-17_17:44:29&anio=2024,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.561833333&lon=-73.13733333&fc=2024-09-16_02:53:12&pf=139.57&mg=2.4&dm=El_Play�n_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024shqvfe.xml,115.16666666666667
SGC2025ycdafx,2025-12-08 02:12:20,2025-12-08T02:12:20.912374Z,6.746158809,-73.12745924,143.2421875,6.746,-73.127,143.24,-14.083001712005418,-28.257601382120026,143.2421875,2.9,MLr_3,72,0.9,66.0,2.209,2.736,3.93,"Los Santos - Santander, Colombia",manual,depth120_170_bucaramanga_nest,9,9,BAR2 BRJC CPAM3 CPAMP PAM PDSC PTB1 VMM07 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2025ycdafx&file=SGC2025ycdafx.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2025ycdafx&date=2025-12-09_18:21:42&anio=2025,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.746158809&lon=-73.12745924&fc=2025-12-08_02:12:20&pf=143.2421875&mg=2.9&dm=Los_Santos_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025ycdafx.xml,117.135
SGC2025yshmnq,2025-12-16 21:38:58,2025-12-16T21:38:58.780000Z,7.430333333,-73.19233333,140.25,7.43,-73.192,140.25,-21.250955330235783,47.90470662956001,140.25,2.5,MLr_vmm,63,0.5,65.0,0.919,0.919,1.4,"Rionegro - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAM3 PAM PDSC PTB1 VMM07 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2025yshmnq&file=SGC2025yshmnq.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2025yshmnq&date=2025-12-17_21:08:27&anio=2025,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.430333333&lon=-73.19233333&fc=2025-12-16_21:38:58&pf=140.25&mg=2.5&dm=Rionegro_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025yshmnq.xml,110.33333333333333
SGC2024lyrntx,2024-06-18 05:56:17,2024-06-18T05:56:17.420000Z,6.834166667,-73.163,150.14,6.834,-73.163,150.14,-18.009908728915683,-18.460566629560013,150.14,2.4,MLr_3,81,0.7,62.0,0.99,0.99,1.5,"Los Santos - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAM3 CPAMP PAM PDSC PTB1 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2024lyrntx&file=SGC2024lyrntx.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2024lyrntx&date=2024-06-18_12:53:21&anio=2024,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.834166667&lon=-73.163&fc=2024-06-18_05:56:17&pf=150.14&mg=2.4&dm=Los_Santos_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024lyrntx.xml,109.03333333333333
SGC2025xyndwy,2025-12-06 03:00:55,2025-12-06T03:00:55.869999Z,7.283,-73.13316667,151.73,7.283,-73.133,151.73,-14.713617008794968,31.50356000000004,151.73,2.0,MLr_vmm,47,0.6,40.0,1.273,1.273,1.9,"Rionegro - Santander, Colombia",manual,depth120_170_bucaramanga_nest,7,7,BAR2 BRJC PAM PDSC PTB1 VMM07 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2025xyndwy&file=SGC2025xyndwy.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2025xyndwy&date=2025-12-06_05:27:11&anio=2025,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.283&lon=-73.13316667&fc=2025-12-06_03:00:55&pf=151.73&mg=2.0&dm=Rionegro_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025xyndwy.xml,92.76666666666667
SGC2024tcjfvv,2024-09-27 09:38:08,2024-09-27T09:38:08.189999Z,7.3705,-73.05966667,161.55,7.371,-73.06,161.55,-6.592584545143116,41.244059999999976,161.55,2.4,MLr_3,65,0.6,54.0,1.131,1.131,1.6,"Matanza - Santander, Colombia",manual,depth120_170_bucaramanga_nest,6,6,BAR2 BRJC CPAM3 PAM PTB1 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2024tcjfvv&file=SGC2024tcjfvv.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2024tcjfvv&date=2025-03-18_17:21:40&anio=2024,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.3705&lon=-73.05966667&fc=2024-09-27_09:38:08&pf=161.55&mg=2.4&dm=Matanza_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024tcjfvv.xml,81.25
SGC2026akeapz,2026-01-06 12:46:06,2026-01-06T12:46:06.969999Z,7.483833333,-73.18666667,137.94,7.484,-73.187,137.94,-20.62484472043302,53.86032662955997,137.94,2.6,MLr_vmm,99,0.7,44.0,0.919,0.919,1.5,"El Playón - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAM3 PAM PDSC PTB1 VMM07 VMM10,sgc_new_events_downloaded_quakeml,sgc_catalog_rms_s,bucaramanga_nest,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2026akeapz&file=SGC2026akeapz.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2026akeapz&date=2026-01-07_20:27:56&anio=2026,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.483833333&lon=-73.18666667&fc=2026-01-06_12:46:06&pf=137.94&mg=2.6&dm=El_Play�n_-_Santander,_Colombia",C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026akeapz.xml,113.63333333333333
