dataset,event_id,seed,relocated_rms_s,delta_horizontal_km,delta_depth_km,relocated_x_km,relocated_y_km,relocated_depth_km,origin_shift_s,depth_boundary,evaluations,elapsed_s,seed_offset,reported_seed,qc_excursion
new30,SGC2025yxrhgz,965740415,0.5307312176118872,6.187071276083004,-20.0,-38.3075822266004,51.521692406481925,31.5,-0.1426146272437645,True,9030,2.6982613997533917,7,False,1.3333333333333333
new30,SGC2025yxrhgz,966740418,0.5307312175894932,6.187071394731272,-20.0,-38.30758232674245,51.521692593366936,31.5,-0.14261464437258287,True,9030,1.3545786999166012,8,False,1.3333333333333333
new30,SGC2025yxrhgz,967740421,0.5307312176238616,6.187071425452092,-20.0,-38.30758231968416,51.52169296408508,31.5,-0.14261467179005916,True,9030,1.5282481000758708,9,False,1.3333333333333333
new30,SGC2026arcexx,1631159803,0.28210156360939054,10.506313679333177,20.0,-85.83763163470437,-13.05901159891119,110.0,-2.2770435255915693,True,9030,1.9297183002345264,0,True,1.3333333333333333
new30,SGC2026arcexx,1632159806,0.2821015622189767,10.506446979207722,20.0,-85.83754174456034,-13.05915159376804,110.0,-2.277037470701284,True,9030,1.373322700150311,1,False,1.3333333333333333
new30,SGC2026arcexx,1633159809,0.28210156144690496,10.506240435491524,20.0,-85.83767853984821,-13.058934851992731,110.0,-2.277046662458705,True,9030,1.300135999917984,2,False,1.3333333333333333
new30,SGC2026arcexx,1634159812,0.28210156141179965,10.506437824204234,20.0,-85.83754718866105,-13.059142030611502,110.0,-2.2770378307778643,True,9030,1.287757399957627,3,False,1.3333333333333333
new30,SGC2026arcexx,1635159815,0.2821015670918466,10.507233174628915,20.0,-85.83701741653643,-13.059976843710524,110.0,-2.277002205526136,True,9030,1.7903842995874584,4,False,1.3333333333333333
new30,SGC2026arcexx,1636159818,0.28210156571283895,10.506185631339191,19.99999995410775,-85.83771829359843,-13.05887709685334,109.99999995410775,-2.277049362757044,True,9030,1.3953391001559794,5,False,1.3333333333333333
new30,SGC2026arcexx,1637159821,0.28210156172101175,10.506201512418047,20.0,-85.8377045974662,-13.058893987132798,110.0,-2.2770484159384043,True,9030,1.3017843998968601,6,False,1.3333333333333333
new30,SGC2026arcexx,1638159824,0.282101574359166,10.505157885470947,19.999999995573205,-85.83840004728711,-13.057798494522336,109.9999999955732,-2.2770951844031284,True,9030,1.33460390008986,7,False,1.3333333333333333
new30,SGC2026arcexx,1639159827,0.2821015618562767,10.50657721570734,20.0,-85.83745450201195,-13.059288329310982,110.0,-2.2770315994310852,True,9030,1.7683045002631843,8,False,1.3333333333333333
new30,SGC2026arcexx,1640159830,0.28210156132468317,10.506318805259205,20.0,-85.83762629607627,-13.059017115501518,110.0,-2.2770431500894457,True,9030,1.3473861003294587,9,False,1.3333333333333333
new30,SGC2025ycdafx,2930506972,0.23981729196542773,11.713172128495447,20.0,-17.240416256444863,-16.978012085238475,163.2421875,-0.23056487778455548,True,9030,1.5731903999112546,0,True,1.3333333333333333
new30,SGC2025ycdafx,2931506975,0.2398172919654211,11.713174337685778,20.0,-17.240417323071505,-16.978010089700923,163.2421875,-0.23056476913122737,True,9030,1.3896885002031922,1,False,1.3333333333333333
new30,SGC2025ycdafx,2932506978,0.23981729196542073,11.713173148813027,20.0,-17.240417434173292,-16.978011355373415,163.2421875,-0.23056479702099963,True,9030,1.9201239999383688,2,False,1.3333333333333333
new30,SGC2025ycdafx,2933506981,0.2398172919654196,11.713174019871149,20.0,-17.24041720761781,-16.97801038741409,163.2421875,-0.23056478306625294,True,9030,1.419988699723035,3,False,1.3333333333333333
new30,SGC2025ycdafx,2934506984,0.23981729196542725,11.713171352384586,20.0,-17.240417001716875,-16.978013099801416,163.2421875,-0.23056486596129488,True,9030,1.4488237998448312,4,False,1.3333333333333333
new30,SGC2025ycdafx,2935506987,0.23981729196542506,11.713173171755718,20.0,-17.240417707456913,-16.978011408047166,163.2421875,-0.23056478418819282,True,9030,1.3899162001907825,5,False,1.3333333333333333
new30,SGC2025ycdafx,2936506990,0.23981729196541948,11.713172468084892,20.0,-17.240416932972135,-16.978011921970793,163.2421875,-0.23056483820257512,True,9030,2.6082814000546932,6,False,1.3333333333333333
new30,SGC2025ycdafx,2937506993,0.23981729196541687,11.713173164862502,20.0,-17.240416903568683,-16.97801119017863,163.2421875,-0.23056482026277436,True,9030,1.4620177000761032,7,False,1.3333333333333333
new30,SGC2025ycdafx,2938506996,0.23981729196542362,11.713173851040915,20.0,-17.24041651867466,-16.97801036988317,163.2421875,-0.23056481848429655,True,9030,1.3492641998454928,8,False,1.3333333333333333
new30,SGC2025ycdafx,2939506999,0.23981729196542703,11.71317248903122,20.0,-17.240416188178656,-16.978011691734586,163.2421875,-0.23056487087005095,True,9030,1.4192016003653407,9,False,1.3333333333333333
new30,SGC2025yshmnq,1083465194,0.37647811640169976,19.997132129226113,-20.0,-24.056082787465186,28.105298725725486,120.25,2.2804246619582784,True,9030,1.2978023001924157,0,True,1.3333333333333333
new30,SGC2025yshmnq,1084465197,0.3764781164016984,19.997132782151095,-20.0,-24.056083221558833,28.105298127781392,120.25,2.280424674871897,True,9030,1.3262737998738885,1,False,1.3333333333333333
new30,SGC2025yshmnq,1085465200,0.37647811640169626,19.997131931081004,-20.0,-24.05608420837119,28.105299127159583,120.25,2.280424664128901,True,9030,1.312405999749899,2,False,1.3333333333333333
new30,SGC2025yshmnq,1086465203,0.37647811640169715,19.997129940588877,-20.0,-24.05608479950403,28.105301221279717,120.25,2.280424632269524,True,9030,1.8371707000769675,3,False,1.3333333333333333
new30,SGC2025yshmnq,1087465206,0.3764781164016966,19.997132138858095,-20.0,-24.056083215301754,28.10529877661207,120.25,2.280424663801666,True,9030,1.3995080003514886,4,False,1.3333333333333333
new30,SGC2025yshmnq,1088465209,0.3764781164016925,19.99713104014735,-20.0,-24.056084129150573,28.10530001576667,120.25,2.280424648520375,True,9030,1.306654800195247,5,False,1.3333333333333333
new30,SGC2025yshmnq,1089465212,0.37647811640169315,19.997131495971704,-20.0,-24.056084258034073,28.10529957365016,120.25,2.280424656852615,True,9030,1.3051744000986218,6,False,1.3333333333333333
new30,SGC2025yshmnq,1090465215,0.37647811640169326,19.99713037546582,-20.0,-24.05608441188333,28.105300727142815,120.25,2.2804246382163207,True,9030,1.801741300150752,7,False,1.3333333333333333
