dataset,event_id,method,huber_delta_s,objective_s,relocated_rms_s,origin_shift_s,relocated_depth_km,delta_horizontal_km,delta_depth_km,depth_boundary
stratified32,SGC2022oormtr,HSSO-E,1.0,0.4212483360962188,0.4212483360962188,1.1830514343086058,48.14,14.14818548019834,-20.0,True
stratified32,SGC2022metnph,HSSO-E,1.0,0.1951092907819257,0.1951092907819257,-0.4508257214716309,65.71772105793147,14.938046094365795,-0.0022789420685285,False
stratified32,SGC2022omvgfe,HSSO-E,1.0,0.0865259820236608,0.0865259820236608,-0.1706505171845185,77.86952973868551,7.139777831092862,-0.290470261314482,False
stratified32,SGC2022mdzfra,HSSO-E,1.0,0.7855666696382694,0.8327595100207954,-0.907927149875583,91.21097006978664,13.432184786155943,13.260970069786625,False
stratified32,SGC2019pdbii,HSSO-E,1.0,0.4823502100329467,0.4823502100329467,-2.204009600535548,107.38,10.395096814695222,20.0,True
stratified32,SGC2022lnpqkc,HSSO-E,1.0,0.2240499528206993,0.2240499528206993,0.3542311475243984,91.42166309597134,31.71248585945348,8.951663095971341,False
stratified32,SGC2019pxebo,HSSO-E,1.0,0.5061715160583912,0.5215595473461926,-2.1869032111654567,110.59,1.339634257602763,20.0,True
stratified32,SGC2019vrkvej,HSSO-E,1.0,0.4160095598182687,0.4160097113130095,-2.2909452482159667,111.05,6.624552081402895,20.0,True
stratified32,SGC2022ofpwob,HSSO-E,1.0,0.1468228678066534,0.1468228678066534,-1.820747011210063,124.17191756808862,5.523565614086669,14.48191756808862,False
stratified32,SGC2020dtzpwj,HSSO-E,1.0,0.3888482350579718,0.3888482350579718,-2.281104345369929,129.67000000000002,3.1758585278949867,20.00000000000001,True
stratified32,SGC2019wbnvco,HSSO-E,1.0,0.3089888633315983,0.3089888633315983,-2.3734094258266136,130.61,3.435066585180733,20.00000000000001,True
stratified32,SGC2022razkne,HSSO-E,1.0,0.1508443688032329,0.1508443688032329,-0.3240778261590868,116.26391844921528,7.216285206264033,3.473918449215276,False
stratified32,SGC2020gerodj,HSSO-E,1.0,0.3130796538078654,0.3130796538078654,-2.4939385614209684,141.67000000000002,5.2493643044173695,20.00000000000001,True
