dataset,event_id,method,terminal_objective_s,target_objective_s,reached_objective_s,iterations,evaluations,elapsed_s,full_elapsed_s,time_fraction
new30,SGC2025wvcvfj,HSSO-no-helix,0.1395212234155746,0.1396212234155746,0.1395453991035862,26,810,0.10807280009612441,1.1284623998217285,0.09576996106666688
new30,SGC2025wvcvfj,HSSO-E,0.1395212234155728,0.1396212234155728,0.13960011909643721,28,870,0.12931059999391437,1.637245700228959,0.07898057083053023
new30,SGC2026afswai,PSO,0.2050265257680193,0.2051265257680193,0.20511782600772416,86,2610,0.18499840004369617,0.5192388999275863,0.35628763574820044
new30,SGC2026afswai,LPSO,0.2050265257680135,0.2051265257680135,0.20511255223009914,92,2790,0.2810609000734985,0.6672614999115467,0.42121552061786327
new30,SGC2026afswai,HSSO-no-helix,0.2050265257680127,0.20512652576801269,0.20510340727464962,22,690,0.08807699987664819,1.1700623002834618,0.07527547879741998
new30,SGC2026afswai,HSSO-E,0.2050265257700827,0.2051265257700827,0.20510599338516164,24,750,0.10187980020418763,1.768891300074756,0.05759528592846946
new30,SGC2025yymqxd,PSO,0.3604434976921178,0.3605434976921178,0.36053373389820464,61,1860,0.09271909995004535,0.6627301997505128,0.1399047455283459
new30,SGC2025yymqxd,LPSO,0.3604434976921125,0.36054349769211247,0.36052153755471744,77,2340,0.17868580017238855,0.9545406000688672,0.1871955998094758
new30,SGC2025yymqxd,HSSO-no-helix,0.3604434976921088,0.3605434976921088,0.36052802231970704,18,570,0.0691698002628982,1.2270305999554694,0.05637169950399645
new30,SGC2025yymqxd,HSSO-E,0.3604434976921085,0.36054349769210847,0.36052117157465535,26,810,0.10882339999079704,1.4641366000287237,0.07432598842803474
new30,SGC2025xyrfux,PSO,0.1976586123158972,0.1977586123158972,0.19772788954720186,93,2820,0.1653260998427868,0.8437995999120176,0.19593052646626666
new30,SGC2025xyrfux,LPSO,0.1976586123158901,0.1977586123158901,0.19767759091198434,81,2460,0.1970436000265181,1.672971600200981,0.11778060070048198
new30,SGC2025xyrfux,HSSO-no-helix,0.1976586123158962,0.1977586123158962,0.19768430331619327,23,720,0.09148610010743141,1.4306211001239717,0.06394851865354398
new30,SGC2025xyrfux,HSSO-E,0.1976586123158977,0.1977586123158977,0.19773892509403307,34,1050,0.1551564997062087,1.4646800998598335,0.10593200503035224
new30,SGC2026cmuvbi,PSO,0.1458963413385689,0.1459963413385689,0.14594274590607453,82,2490,0.13787940004840493,1.0614871997386215,0.12989266387984338
new30,SGC2026cmuvbi,LPSO,0.1458963413385684,0.1459963413385684,0.1459393438274064,87,2640,0.220873000100255,1.276088499929756,0.17308595768429327
new30,SGC2026cmuvbi,HSSO-no-helix,0.1458963413385757,0.1459963413385757,0.1459237912474837,19,600,0.10431049996986985,1.358468999620527,0.07678533702205043
new30,SGC2026cmuvbi,HSSO-E,0.145896341338569,0.14599634133856898,0.14597396583470726,21,660,0.12034410005435348,1.315098900347948,0.09150954351989261
new30,SGC2026asvptr,PSO,0.2086506156109044,0.20875061561090438,0.20867399216091853,73,2220,0.20981850009411573,0.5517987003549933,0.3802446434888872
new30,SGC2026asvptr,LPSO,0.2086506156109079,0.20875061561090788,0.20871630111680411,68,2070,0.3111954000778496,0.7598989000543952,0.40952210886944773
new30,SGC2026asvptr,HSSO-no-helix,0.2086506156109003,0.20875061561090028,0.20873992432423122,20,630,0.1404514000751078,1.7011865000240505,0.08256084801585375
new30,SGC2026asvptr,HSSO-E,0.2086506156109048,0.2087506156109048,0.208703227156753,21,660,0.1385639999061823,1.4364220998249948,0.09646468118463515
new30,SGC2026arcexx,PSO,0.2821015612360604,0.2822015612360604,0.28218345199933004,49,1500,0.17257789988070726,0.5512998998165131,0.3130381484526764
