dataset,event_id,method,seed,evaluations,optimizer_elapsed_s,n_stations,sgc_lat,sgc_lon,sgc_depth_km,relocated_lat,relocated_lon,relocated_depth_km,origin_shift_s,sgc_model_rms_s,relocated_rms_s,huber_objective_s,rms_reduction_s,delta_horizontal_km,delta_depth_km,depth_lower_km,depth_upper_km,depth_boundary,large_horizontal_shift,large_vertical_shift
stratified32,SGC2019qdhsi,HSSO-no-helix,371238130,9030,1.8157337000593543,10,6.958,-73.9805,18.13,6.953841763030529,-74.00159459088464,23.25806091981879,-1.2457827332762381,0.5727687083769935,0.5358447806182255,0.5358447806182255,0.03692392775876796,2.3762681487241193,5.12806091981879,0.5,38.129999999999995,False,False,False
stratified32,SGC2019qdhsi,HSSO-E,371238130,9030,3.1737146000377834,10,6.958,-73.9805,18.13,6.953841772790303,-74.00159460450809,23.25806414921708,-1.2457829094818065,0.5727687083769935,0.535844780618232,0.535844780618232,0.03692392775876141,2.376269413504276,5.1280641492170815,0.5,38.129999999999995,False,False,False
stratified32,SGC2019wccpcd,PSO,944482251,9030,0.9757513999938965,10,7.0935,-73.93566667,19.88,7.081260428717989,-73.9538603644117,11.888580055173977,-1.5914390958599105,0.7466960122797663,0.5901638340603019,0.5864326428109934,0.1565321782194644,2.4284641270912544,-7.991419944826022,0.5,39.879999999999995,False,False,False
stratified32,SGC2019wccpcd,LPSO,944482251,9030,1.0762910000048578,10,7.0935,-73.93566667,19.88,7.081260437036952,-73.95386035657025,11.888576998869969,-1.5914391089187427,0.7466960122797663,0.5901638324944483,0.586432642810996,0.15653217978531808,2.4284628903250702,-7.9914230011300305,0.5,39.879999999999995,False,False,False
stratified32,SGC2019wccpcd,HSSO-no-helix,944482251,9030,1.684522199910134,10,7.0935,-73.93566667,19.88,7.081260432126342,-73.95386035659038,11.888578425742864,-1.5914391115956201,0.7466960122797663,0.5901638318521351,0.5864326428109929,0.15653218042763128,2.428463198868946,-7.991421574257135,0.5,39.879999999999995,False,False,False
stratified32,SGC2019wccpcd,HSSO-E,944482251,9030,1.5894439001567662,10,7.0935,-73.93566667,19.88,7.081260433564651,-73.9538603650314,11.888581230864917,-1.5914390847643909,0.7466960122797663,0.590163830655496,0.5864326428109954,0.1565321816242703,2.428463881062107,-7.991418769135082,0.5,39.879999999999995,False,False,False
stratified32,SGC2019tgdbei,PSO,4023511037,9030,0.8424435001797974,10,6.451666667,-73.70533333,28.0,6.442717384896005,-73.6630576038778,20.173504588534165,-0.8774012626889132,0.5125827420075926,0.34976782197731016,0.34976782197731016,0.16281492003028242,4.776111115421442,-7.826495411465835,8.0,48.0,False,False,False
stratified32,SGC2019tgdbei,LPSO,4023511037,9030,1.5023310999386013,10,6.451666667,-73.70533333,28.0,6.442717383558365,-73.66305760296329,20.173503350560228,-0.8774012206070676,0.5125827420075926,0.34976782197731027,0.34976782197731027,0.1628149200302823,4.7761112453024355,-7.826496649439772,8.0,48.0,False,False,False
stratified32,SGC2019tgdbei,HSSO-no-helix,4023511037,9030,2.8264357997104526,10,6.451666667,-73.70533333,28.0,6.442717397968258,-73.66305760260718,20.173505672273823,-0.877401136882682,0.5125827420075926,0.34976782197731243,0.34976782197731243,0.16281492003028014,4.776110949188391,-7.826494327726177,8.0,48.0,False,False,False
stratified32,SGC2019tgdbei,HSSO-E,4023511037,9030,2.651355199981481,10,6.451666667,-73.70533333,28.0,6.442717380244125,-73.6630575994314,20.173501235279513,-0.8774011762445224,0.5125827420075926,0.34976782197731715,0.34976782197731715,0.16281492003027542,4.776111703915856,-7.826498764720487,8.0,48.0,False,False,False
